rangetime(ms),tag_ID,x(m),y(m),z(m),range0(m),range1(m),range2(m),range3(m),range4(m),range5(m),range6(m),range7(m),rx_pwr(dBm),accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,roll,pitch,yaw,
104443,Tag 0,2.840,1.890,0.166,4.40,3.85,5.12,4.89,null,null,null,null,null,-0.182,-0.325,9.776,-32.55,30.6,-33.75,0,0,0,-1.971,0.582,49.304,-0.182,-0.325,9.776,0.002,-0.002,-0.001,-32.550,30.600,-33.750,0.582,-1.971,49.304,
104555,Tag 0,2.896,1.886,0.232,4.36,3.81,5.11,4.87,null,null,null,null,null,-0.211,-0.373,9.857,-33,31.05,-32.7,0,0,0,-1.976,0.588,49.304,-0.211,-0.373,9.857,-0.005,-0.005,-0.003,-33.000,31.050,-32.700,0.588,-1.976,49.304,
104666,Tag 0,2.903,1.880,0.253,4.41,3.85,5.15,4.86,null,null,null,null,null,-0.1,-0.34,9.824,-32.25,30.6,-33.45,0,0,0,-1.973,0.592,49.303,-0.100,-0.340,9.824,-0.004,-0.001,0.001,-32.250,30.600,-33.450,0.592,-1.973,49.303,
104778,Tag 0,2.906,1.812,0.221,4.44,3.80,5.10,4.92,null,null,null,null,null,-0.091,-0.426,9.872,-31.65,30.45,-35.4,0,0,0,-1.977,0.589,49.303,-0.091,-0.426,9.872,0.000,0.002,0.001,-31.650,30.450,-35.400,0.589,-1.977,49.303,
104890,Tag 0,2.973,1.832,0.310,4.39,3.78,5.12,4.80,null,null,null,null,null,-0.077,-0.268,9.805,-33,29.55,-34.2,0,0,0,-1.97,0.586,49.303,-0.077,-0.268,9.805,-0.001,0.005,0.000,-33.000,29.550,-34.200,0.586,-1.970,49.303,
105002,Tag 0,2.978,1.804,0.330,4.37,3.82,5.18,4.92,null,null,null,null,null,-0.196,-0.392,9.853,-32.7,31.2,-35.4,0,0,0,-1.968,0.589,49.303,-0.196,-0.392,9.853,0.005,0.001,-0.006,-32.700,31.200,-35.400,0.589,-1.968,49.303,
105114,Tag 0,2.966,1.779,0.310,4.37,3.79,5.11,4.93,null,null,null,null,null,-0.096,-0.373,9.896,-33.45,29.7,-33.9,0,0,0,-1.965,0.593,49.303,-0.096,-0.373,9.896,0.001,-0.004,0.000,-33.450,29.700,-33.900,0.593,-1.965,49.303,
105226,Tag 0,2.977,1.799,0.331,4.39,3.87,5.10,4.92,null,null,null,null,null,-0.086,-0.263,9.9,-32.25,28.65,-34.2,0,0,0,-1.967,0.595,49.303,-0.086,-0.263,9.900,0.004,0.000,-0.002,-32.250,28.650,-34.200,0.595,-1.967,49.303,
105338,Tag 0,2.963,1.814,0.318,4.33,3.83,5.09,4.85,null,null,null,null,null,-0.134,-0.426,9.939,-33.15,29.25,-35.85,0,0,0,-1.964,0.592,49.305,-0.134,-0.426,9.939,-0.004,0.001,-0.003,-33.150,29.250,-35.850,0.592,-1.964,49.305,
105450,Tag 0,2.940,1.793,0.327,4.45,3.83,5.14,4.90,null,null,null,null,null,-0.077,-0.301,9.795,-33,29.55,-34.5,0,0,0,-1.958,0.594,49.302,-0.077,-0.301,9.795,-0.005,0.001,-0.001,-33.000,29.550,-34.500,0.594,-1.958,49.302,
